Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
"34,333",665.69,229.21,190.87,1.20,0.55,"34,592",209.08,0.78,0.99,0.97,0.91,0.01,0.00,0.83,1.00,SEKER
"34,337",667.79,229.81,190.63,1.21,0.56,"34,583",209.09,0.81,0.99,0.97,0.91,0.01,0.00,0.83,1.00,SEKER
"34,349",674.86,238.23,183.72,1.30,0.64,"34,645",209.13,0.78,0.99,0.95,0.88,0.01,0.00,0.77,1.00,SEKER
"34,390",680.24,245.01,178.97,1.37,0.68,"34,759",209.25,0.79,0.99,0.93,0.85,0.01,0.00,0.73,1.00,SEKER
"34,394",669.76,230.92,189.91,1.22,0.57,"34,730",209.26,0.78,0.99,0.96,0.91,0.01,0.00,0.82,1.00,SEKER
"34,395",665.16,231.72,189.19,1.22,0.58,"34,638",209.27,0.79,0.99,0.98,0.90,0.01,0.00,0.82,1.00,SEKER
"34,397",678.85,229.77,190.93,1.20,0.56,"34,776",209.27,0.77,0.99,0.94,0.91,0.01,0.00,0.83,1.00,SEKER
"34,410",684.48,232.46,188.94,1.23,0.58,"34,802",209.31,0.80,0.99,0.92,0.90,0.01,0.00,0.81,1.00,SEKER
"34,412",667.20,233.96,187.40,1.25,0.60,"34,677",209.32,0.79,0.99,0.97,0.89,0.01,0.00,0.80,1.00,SEKER
"34,419",687.80,224.14,195.62,1.15,0.49,"34,885",209.34,0.78,0.99,0.91,0.93,0.01,0.00,0.87,1.00,SEKER
"34,421",678.03,232.40,189.15,1.23,0.58,"34,762",209.35,0.76,0.99,0.94,0.90,0.01,0.00,0.81,1.00,SEKER
"34,425",680.50,232.65,188.55,1.23,0.59,"34,791",209.36,0.76,0.99,0.93,0.90,0.01,0.00,0.81,1.00,SEKER
"34,428",688.18,229.73,191.38,1.20,0.55,"34,908",209.37,0.78,0.99,0.91,0.91,0.01,0.00,0.83,1.00,SEKER
"34,441",675.68,228.70,191.92,1.19,0.54,"34,826",209.41,0.79,0.99,0.95,0.92,0.01,0.00,0.84,1.00,SEKER
"34,443",684.51,234.61,187.57,1.25,0.60,"34,874",209.41,0.78,0.99,0.92,0.89,0.01,0.00,0.80,1.00,SEKER
"34,447",682.91,225.09,195.33,1.15,0.50,"34,853",209.43,0.75,0.99,0.93,0.93,0.01,0.00,0.87,1.00,SEKER
"34,461",675.78,246.73,178.16,1.38,0.69,"34,691",209.47,0.77,0.99,0.95,0.85,0.01,0.00,0.72,1.00,SEKER
"34,469",666.83,230.16,190.99,1.21,0.56,"34,747",209.49,0.79,0.99,0.97,0.91,0.01,0.00,0.83,1.00,SEKER
"34,474",672.30,225.65,194.65,1.16,0.51,"34,774",209.51,0.79,0.99,0.96,0.93,0.01,0.00,0.86,1.00,SEKER
"34,475",677.68,241.04,182.37,1.32,0.65,"34,878",209.51,0.78,0.99,0.94,0.87,0.01,0.00,0.76,1.00,SEKER
"34,483",687.57,233.74,188.59,1.24,0.59,"35,051",209.54,0.74,0.98,0.92,0.90,0.01,0.00,0.80,1.00,SEKER
"34,491",674.66,233.18,188.58,1.24,0.59,"34,829",209.56,0.79,0.99,0.95,0.90,0.01,0.00,0.81,1.00,SEKER
"34,503",678.24,236.54,185.89,1.27,0.62,"34,885",209.60,0.75,0.99,0.94,0.89,0.01,0.00,0.79,1.00,SEKER
"34,509",668.33,230.33,190.92,1.21,0.56,"34,776",209.61,0.78,0.99,0.97,0.91,0.01,0.00,0.83,1.00,SEKER
"34,521",667.91,224.76,195.68,1.15,0.49,"34,830",209.65,0.79,0.99,0.97,0.93,0.01,0.00,0.87,1.00,SEKER
"34,523",673.99,231.92,189.73,1.22,0.58,"34,878",209.66,0.79,0.99,0.96,0.90,0.01,0.00,0.82,1.00,SEKER
"34,532",689.55,217.02,202.71,1.07,0.36,"35,057",209.68,0.77,0.99,0.91,0.97,0.01,0.00,0.93,1.00,SEKER
"34,543",670.90,235.02,187.29,1.25,0.60,"34,826",209.72,0.77,0.99,0.96,0.89,0.01,0.00,0.80,1.00,SEKER
"34,543",669.46,226.98,193.97,1.17,0.52,"34,827",209.72,0.79,0.99,0.97,0.92,0.01,0.00,0.85,1.00,SEKER
"34,594",670.07,233.44,188.87,1.24,0.59,"34,848",209.87,0.78,0.99,0.97,0.90,0.01,0.00,0.81,1.00,SEKER
"34,600",673.25,231.43,190.46,1.22,0.57,"34,919",209.89,0.78,0.99,0.96,0.91,0.01,0.00,0.82,1.00,SEKER
"34,601",685.56,226.52,194.72,1.16,0.51,"35,048",209.89,0.78,0.99,0.93,0.93,0.01,0.00,0.86,1.00,SEKER
"34,622",683.38,235.93,187.05,1.26,0.61,"35,010",209.96,0.76,0.99,0.93,0.89,0.01,0.00,0.79,1.00,SEKER
"34,623",675.21,228.19,193.50,1.18,0.53,"34,965",209.96,0.76,0.99,0.95,0.92,0.01,0.00,0.85,1.00,SEKER
"34,626",667.85,231.89,190.47,1.22,0.57,"34,913",209.97,0.76,0.99,0.98,0.91,0.01,0.00,0.82,1.00,SEKER
"34,629",671.00,233.13,189.68,1.23,0.58,"34,915",209.98,0.75,0.99,0.97,0.90,0.01,0.00,0.81,1.00,SEKER
"34,631",670.02,229.34,192.40,1.19,0.54,"34,953",209.98,0.76,0.99,0.97,0.92,0.01,0.00,0.84,1.00,SEKER
"34,635",667.64,227.06,194.42,1.17,0.52,"34,929",210.00,0.76,0.99,0.98,0.92,0.01,0.00,0.86,1.00,SEKER
"34,638",677.31,234.69,188.34,1.25,0.60,"34,989",210.01,0.76,0.99,0.95,0.89,0.01,0.00,0.80,1.00,SEKER
"34,666",681.02,225.79,195.83,1.15,0.50,"35,034",210.09,0.80,0.99,0.94,0.93,0.01,0.00,0.87,1.00,SEKER
"34,671",674.87,235.59,187.65,1.26,0.60,"35,015",210.11,0.77,0.99,0.96,0.89,0.01,0.00,0.80,1.00,SEKER
"34,676",668.42,226.45,195.19,1.16,0.51,"34,982",210.12,0.78,0.99,0.98,0.93,0.01,0.00,0.86,1.00,SEKER
"34,680",669.58,231.26,191.24,1.21,0.56,"34,941",210.13,0.78,0.99,0.97,0.91,0.01,0.00,0.83,1.00,SEKER
"34,700",690.41,233.63,189.50,1.23,0.58,"35,154",210.19,0.75,0.99,0.91,0.90,0.01,0.00,0.81,1.00,SEKER
"34,703",676.39,230.77,191.76,1.20,0.56,"35,025",210.20,0.77,0.99,0.95,0.91,0.01,0.00,0.83,1.00,SEKER
"34,722",670.39,227.26,194.73,1.17,0.52,"34,999",210.26,0.79,0.99,0.97,0.93,0.01,0.00,0.86,1.00,SEKER
"34,729",671.19,228.81,193.66,1.18,0.53,"35,043",210.28,0.78,0.99,0.97,0.92,0.01,0.00,0.84,1.00,SEKER
"34,733",670.56,228.33,193.86,1.18,0.53,"35,019",210.29,0.78,0.99,0.97,0.92,0.01,0.00,0.85,1.00,SEKER
"34,747",672.20,234.54,188.73,1.24,0.59,"35,043",210.34,0.78,0.99,0.97,0.90,0.01,0.00,0.80,1.00,SEKER
"34,748",669.27,221.09,200.27,1.10,0.42,"35,046",210.34,0.77,0.99,0.97,0.95,0.01,0.00,0.91,1.00,SEKER
"34,750",675.60,223.20,198.53,1.12,0.46,"35,091",210.35,0.81,0.99,0.96,0.94,0.01,0.00,0.89,1.00,SEKER
"34,757",686.78,231.23,191.67,1.21,0.56,"35,150",210.37,0.79,0.99,0.93,0.91,0.01,0.00,0.83,1.00,SEKER
"34,761",687.87,229.74,192.89,1.19,0.54,"35,171",210.38,0.78,0.99,0.92,0.92,0.01,0.00,0.84,1.00,SEKER
"34,766",669.48,232.18,190.99,1.22,0.57,"35,054",210.39,0.75,0.99,0.97,0.91,0.01,0.00,0.82,1.00,SEKER
"34,771",683.11,230.59,192.19,1.20,0.55,"35,163",210.41,0.78,0.99,0.94,0.91,0.01,0.00,0.83,1.00,SEKER
"34,772",671.95,228.05,194.34,1.17,0.52,"35,103",210.41,0.76,0.99,0.97,0.92,0.01,0.00,0.85,1.00,SEKER
"34,774",677.73,228.52,193.96,1.18,0.53,"35,139",210.42,0.78,0.99,0.95,0.92,0.01,0.00,0.85,1.00,SEKER
"34,787",677.35,230.86,192.65,1.20,0.55,"35,126",210.46,0.73,0.99,0.95,0.91,0.01,0.00,0.83,1.00,SEKER
"34,792",692.19,228.03,194.34,1.17,0.52,"35,231",210.47,0.78,0.99,0.91,0.92,0.01,0.00,0.85,1.00,SEKER
"34,794",693.54,237.49,186.99,1.27,0.62,"35,187",210.48,0.75,0.99,0.91,0.89,0.01,0.00,0.79,1.00,SEKER
"34,794",671.29,236.61,187.42,1.26,0.61,"35,052",210.48,0.78,0.99,0.97,0.89,0.01,0.00,0.79,1.00,SEKER
"34,800",671.80,226.64,195.61,1.16,0.51,"35,120",210.50,0.78,0.99,0.97,0.93,0.01,0.00,0.86,1.00,SEKER
"34,841",675.86,231.96,191.61,1.21,0.56,"35,137",210.62,0.79,0.99,0.96,0.91,0.01,0.00,0.82,1.00,SEKER
"34,841",670.20,223.72,198.53,1.13,0.46,"35,122",210.62,0.79,0.99,0.97,0.94,0.01,0.00,0.89,1.00,SEKER
"34,847",686.63,236.43,188.06,1.26,0.61,"35,229",210.64,0.76,0.99,0.93,0.89,0.01,0.00,0.79,1.00,SEKER
"34,850",674.30,230.43,192.75,1.20,0.55,"35,119",210.65,0.77,0.99,0.96,0.91,0.01,0.00,0.84,1.00,SEKER
"34,865",680,224.83,197.68,1.14,0.48,"35,256",210.69,0.79,0.99,0.95,0.94,0.01,0.00,0.88,1.00,SEKER
"34,878",671.54,225.41,197.15,1.14,0.48,"35,188",210.73,0.77,0.99,0.97,0.93,0.01,0.00,0.87,1.00,SEKER
"34,878",679.27,229.30,193.95,1.18,0.53,"35,217",210.73,0.78,0.99,0.95,0.92,0.01,0.00,0.84,1.00,SEKER
"34,879",689.97,236.19,188.40,1.25,0.60,"35,298",210.74,0.77,0.99,0.92,0.89,0.01,0.00,0.80,1.00,SEKER
"34,879",675.47,223.80,198.87,1.13,0.46,"35,258",210.74,0.79,0.99,0.96,0.94,0.01,0.00,0.89,1.00,SEKER
"34,882",680.07,234.52,189.53,1.24,0.59,"35,219",210.74,0.79,0.99,0.95,0.90,0.01,0.00,0.81,1.00,SEKER
"34,883",672.66,232.32,191.47,1.21,0.57,"35,182",210.75,0.80,0.99,0.97,0.91,0.01,0.00,0.82,1.00,SEKER
"34,895",677.70,225.37,197.23,1.14,0.48,"35,227",210.78,0.76,0.99,0.95,0.94,0.01,0.00,0.87,1.00,SEKER
"34,911",677.46,235.26,189.28,1.24,0.59,"35,252",210.83,0.76,0.99,0.96,0.90,0.01,0.00,0.80,1.00,SEKER
"34,911",670.06,232.39,191.38,1.21,0.57,"35,204",210.83,0.77,0.99,0.98,0.91,0.01,0.00,0.82,1.00,SEKER
"34,912",676.03,230.31,193.11,1.19,0.54,"35,245",210.83,0.77,0.99,0.96,0.92,0.01,0.00,0.84,1.00,SEKER
"34,924",816.64,258.32,181.64,1.42,0.71,"37,992",210.87,0.71,0.92,0.66,0.82,0.01,0.00,0.67,0.95,SEKER
"34,934",687.79,230.16,193.72,1.19,0.54,"35,445",210.90,0.76,0.99,0.93,0.92,0.01,0.00,0.84,1.00,SEKER
"34,936",682.57,232.02,192.05,1.21,0.56,"35,353",210.91,0.79,0.99,0.94,0.91,0.01,0.00,0.83,1.00,SEKER
"34,945",675.17,234.99,189.55,1.24,0.59,"35,231",210.93,0.76,0.99,0.96,0.90,0.01,0.00,0.81,1.00,SEKER
"34,958",672.49,231.26,192.61,1.20,0.55,"35,254",210.97,0.80,0.99,0.97,0.91,0.01,0.00,0.83,1.00,SEKER
"34,960",681.46,237.56,187.95,1.26,0.61,"35,342",210.98,0.80,0.99,0.95,0.89,0.01,0.00,0.79,1.00,SEKER
"34,968",673.32,238.11,187.14,1.27,0.62,"35,218",211.00,0.76,0.99,0.97,0.89,0.01,0.00,0.79,1.00,SEKER
"34,968",750.40,242.82,184.33,1.32,0.65,"35,858",211.00,0.74,0.98,0.78,0.87,0.01,0.00,0.76,0.99,SEKER
"34,971",673.19,235.00,189.69,1.24,0.59,"35,269",211.01,0.78,0.99,0.97,0.90,0.01,0.00,0.81,1.00,SEKER
"34,980",675.20,233.01,191.34,1.22,0.57,"35,276",211.04,0.79,0.99,0.96,0.91,0.01,0.00,0.82,1.00,SEKER
"34,995",679.69,236.99,188.13,1.26,0.61,"35,298",211.09,0.76,0.99,0.95,0.89,0.01,0.00,0.79,1.00,SEKER
"35,022",670.70,231.84,192.60,1.20,0.56,"35,293",211.17,0.79,0.99,0.98,0.91,0.01,0.00,0.83,1.00,SEKER
"35,031",675.65,232.07,192.54,1.21,0.56,"35,369",211.19,0.80,0.99,0.96,0.91,0.01,0.00,0.83,1.00,SEKER
"35,042",676.65,225.61,197.90,1.14,0.48,"35,380",211.23,0.80,0.99,0.96,0.94,0.01,0.00,0.88,1.00,SEKER
"35,049",679.40,228.96,195.08,1.17,0.52,"35,349",211.25,0.78,0.99,0.95,0.92,0.01,0.00,0.85,1.00,SEKER
"35,059",671.73,230.03,194.32,1.18,0.54,"35,314",211.28,0.78,0.99,0.98,0.92,0.01,0.00,0.84,1.00,SEKER
"35,062",701.95,223.26,200.25,1.11,0.44,"35,579",211.29,0.78,0.99,0.89,0.95,0.01,0.00,0.90,1.00,SEKER
"35,066",674.51,229.04,195.12,1.17,0.52,"35,356",211.30,0.79,0.99,0.97,0.92,0.01,0.00,0.85,1.00,SEKER
"35,069",692.23,234.24,191.21,1.22,0.58,"35,563",211.31,0.75,0.99,0.92,0.90,0.01,0.00,0.81,1.00,SEKER
"35,081",677.56,234.80,190.58,1.23,0.58,"35,395",211.34,0.77,0.99,0.96,0.90,0.01,0.00,0.81,1.00,SEKER
"35,083",687.87,229.65,194.93,1.18,0.53,"35,513",211.35,0.77,0.99,0.93,0.92,0.01,0.00,0.85,1.00,SEKER
"35,083",685.52,227.98,196.19,1.16,0.51,"35,477",211.35,0.78,0.99,0.94,0.93,0.01,0.00,0.86,1.00,SEKER
"35,085",693.75,245.93,181.86,1.35,0.67,"35,658",211.36,0.74,0.98,0.92,0.86,0.01,0.00,0.74,1.00,SEKER
"35,087",678.15,237.29,188.49,1.26,0.61,"35,477",211.36,0.77,0.99,0.96,0.89,0.01,0.00,0.79,1.00,SEKER
"35,091",688.22,225.85,197.99,1.14,0.48,"35,466",211.37,0.78,0.99,0.93,0.94,0.01,0.00,0.88,1.00,SEKER
"35,091",685.85,232.50,192.63,1.21,0.56,"35,452",211.37,0.76,0.99,0.94,0.91,0.01,0.00,0.83,1.00,SEKER
"35,105",687.92,232.38,192.49,1.21,0.56,"35,508",211.42,0.78,0.99,0.93,0.91,0.01,0.00,0.83,1.00,SEKER
"35,106",688.66,231.11,193.55,1.19,0.55,"35,503",211.42,0.79,0.99,0.93,0.91,0.01,0.00,0.84,1.00,SEKER
"35,106",680.35,234.36,191.01,1.23,0.58,"35,445",211.42,0.81,0.99,0.95,0.90,0.01,0.00,0.81,1.00,SEKER
"35,122",679.82,231.80,193.14,1.20,0.55,"35,481",211.47,0.78,0.99,0.96,0.91,0.01,0.00,0.83,1.00,SEKER
"35,123",685.23,233.22,192.00,1.21,0.57,"35,457",211.47,0.79,0.99,0.94,0.91,0.01,0.00,0.82,1.00,SEKER
"35,128",669.66,228.40,195.97,1.17,0.51,"35,376",211.49,0.79,0.99,0.98,0.93,0.01,0.00,0.86,1.00,SEKER
"35,130",678.02,239.18,187.16,1.28,0.62,"35,473",211.49,0.78,0.99,0.96,0.88,0.01,0.00,0.78,1.00,SEKER
"35,131",684.17,234.52,190.92,1.23,0.58,"35,466",211.50,0.75,0.99,0.94,0.90,0.01,0.00,0.81,1.00,SEKER
"35,134",668.89,226.27,197.96,1.14,0.48,"35,360",211.50,0.80,0.99,0.99,0.93,0.01,0.00,0.87,1.00,SEKER
"35,145",681.08,243.76,183.71,1.33,0.66,"35,444",211.54,0.78,0.99,0.95,0.87,0.01,0.00,0.75,1.00,SEKER
"35,149",682.37,238.93,187.42,1.27,0.62,"35,509",211.55,0.78,0.99,0.95,0.89,0.01,0.00,0.78,1.00,SEKER
"35,162",673.47,230.23,194.64,1.18,0.53,"35,450",211.59,0.79,0.99,0.97,0.92,0.01,0.00,0.84,1.00,SEKER
"35,165",676.07,232.88,192.39,1.21,0.56,"35,463",211.60,0.79,0.99,0.97,0.91,0.01,0.00,0.83,1.00,SEKER
"35,175",706.55,226.80,197.68,1.15,0.49,"35,707",211.63,0.77,0.99,0.89,0.93,0.01,0.00,0.87,1.00,SEKER
"35,176",680.44,235.79,190.02,1.24,0.59,"35,499",211.63,0.80,0.99,0.95,0.90,0.01,0.00,0.81,1.00,SEKER
"35,208",678.53,232.29,193.46,1.20,0.55,"35,535",211.73,0.77,0.99,0.96,0.91,0.01,0.00,0.83,1.00,SEKER
"35,221",674.68,237.28,189.13,1.25,0.60,"35,484",211.77,0.76,0.99,0.97,0.89,0.01,0.00,0.80,1.00,SEKER
"35,223",674.29,231.27,194.32,1.19,0.54,"35,537",211.77,0.77,0.99,0.97,0.92,0.01,0.00,0.84,1.00,SEKER
"35,237",676.07,233.93,192.02,1.22,0.57,"35,502",211.81,0.78,0.99,0.97,0.91,0.01,0.00,0.82,1.00,SEKER
"35,246",683.28,240.09,186.99,1.28,0.63,"35,599",211.84,0.78,0.99,0.95,0.88,0.01,0.00,0.78,1.00,SEKER
"35,247",682.57,234.99,191.24,1.23,0.58,"35,605",211.84,0.76,0.99,0.95,0.90,0.01,0.00,0.81,1.00,SEKER
"35,254",687.05,225.06,199.69,1.13,0.46,"35,676",211.87,0.77,0.99,0.94,0.94,0.01,0.00,0.89,1.00,SEKER
"35,259",677.83,234.89,191.30,1.23,0.58,"35,577",211.88,0.75,0.99,0.96,0.90,0.01,0.00,0.81,1.00,SEKER
"35,272",682.70,232.13,193.60,1.20,0.55,"35,619",211.92,0.78,0.99,0.95,0.91,0.01,0.00,0.83,1.00,SEKER
"35,272",682.86,230.08,195.42,1.18,0.53,"35,637",211.92,0.78,0.99,0.95,0.92,0.01,0.00,0.85,1.00,SEKER
"35,277",676.86,238.55,188.77,1.26,0.61,"35,527",211.93,0.79,0.99,0.97,0.89,0.01,0.00,0.79,1.00,SEKER
"35,283",681.37,223.98,200.84,1.12,0.44,"35,589",211.95,0.78,0.99,0.96,0.95,0.01,0.00,0.90,1.00,SEKER
"35,287",677.95,223.62,201.10,1.11,0.44,"35,627",211.96,0.79,0.99,0.96,0.95,0.01,0.00,0.90,1.00,SEKER
"35,288",676.97,232.62,193.39,1.20,0.56,"35,608",211.97,0.79,0.99,0.97,0.91,0.01,0.00,0.83,1.00,SEKER
"35,300",685.60,238.22,188.81,1.26,0.61,"35,640",212.00,0.77,0.99,0.94,0.89,0.01,0.00,0.79,1.00,SEKER
"35,302",679.02,235.93,190.74,1.24,0.59,"35,644",212.01,0.78,0.99,0.96,0.90,0.01,0.00,0.81,1.00,SEKER
"35,304",686.41,234.62,192.05,1.22,0.57,"35,737",212.02,0.79,0.99,0.94,0.90,0.01,0.00,0.82,1.00,SEKER
"35,313",691.23,233.16,193.12,1.21,0.56,"35,743",212.04,0.77,0.99,0.93,0.91,0.01,0.00,0.83,1.00,SEKER
"35,316",682.91,237.78,189.24,1.26,0.61,"35,637",212.05,0.76,0.99,0.95,0.89,0.01,0.00,0.80,1.00,SEKER
"35,321",682.90,232.94,193.41,1.20,0.56,"35,670",212.07,0.76,0.99,0.95,0.91,0.01,0.00,0.83,1.00,SEKER
"35,330",682.68,234.64,192.02,1.22,0.57,"35,655",212.09,0.75,0.99,0.95,0.90,0.01,0.00,0.82,1.00,SEKER
"35,337",677.22,228.98,196.63,1.16,0.51,"35,671",212.11,0.77,0.99,0.97,0.93,0.01,0.00,0.86,1.00,SEKER
"35,338",680.84,227.47,198.04,1.15,0.49,"35,669",212.12,0.79,0.99,0.96,0.93,0.01,0.00,0.87,1.00,SEKER
"35,339",677.91,228.87,196.96,1.16,0.51,"35,667",212.12,0.76,0.99,0.97,0.93,0.01,0.00,0.86,1.00,SEKER
"35,344",694.82,234.37,192.35,1.22,0.57,"35,807",212.14,0.76,0.99,0.92,0.91,0.01,0.00,0.82,1.00,SEKER
"35,352",684.11,231.52,194.65,1.19,0.54,"35,760",212.16,0.76,0.99,0.95,0.92,0.01,0.00,0.84,1.00,SEKER
"35,354",687.74,235.02,191.83,1.23,0.58,"35,726",212.17,0.75,0.99,0.94,0.90,0.01,0.00,0.81,1.00,SEKER
"35,354",681.23,237.29,189.89,1.25,0.60,"35,666",212.17,0.77,0.99,0.96,0.89,0.01,0.00,0.80,1.00,SEKER
"35,364",683.34,222.29,202.88,1.10,0.41,"35,761",212.20,0.79,0.99,0.95,0.95,0.01,0.00,0.91,1.00,SEKER
"35,376",681.42,236.61,190.51,1.24,0.59,"35,693",212.23,0.77,0.99,0.96,0.90,0.01,0.00,0.80,1.00,SEKER
"35,377",687.76,237.87,189.49,1.26,0.60,"35,712",212.23,0.78,0.99,0.94,0.89,0.01,0.00,0.80,1.00,SEKER
"35,384",679.66,235.76,191.33,1.23,0.58,"35,698",212.26,0.75,0.99,0.96,0.90,0.01,0.00,0.81,1.00,SEKER
"35,402",681.51,231.01,195.35,1.18,0.53,"35,696",212.31,0.78,0.99,0.96,0.92,0.01,0.00,0.84,1.00,SEKER
"35,403",678.41,233.99,192.88,1.21,0.57,"35,713",212.31,0.77,0.99,0.97,0.91,0.01,0.00,0.82,1.00,SEKER
"35,408",684.21,241.92,186.69,1.30,0.64,"35,765",212.33,0.74,0.99,0.95,0.88,0.01,0.00,0.77,1.00,SEKER
"35,410",704.70,228.55,197.43,1.16,0.50,"35,997",212.33,0.77,0.98,0.90,0.93,0.01,0.00,0.86,1.00,SEKER
"35,412",675.13,228.00,197.94,1.15,0.50,"35,693",212.34,0.80,0.99,0.98,0.93,0.01,0.00,0.87,1.00,SEKER
"35,414",680.98,237.14,190.37,1.25,0.60,"35,729",212.35,0.76,0.99,0.96,0.90,0.01,0.00,0.80,1.00,SEKER
"35,432",681.37,233.74,193.22,1.21,0.56,"35,757",212.40,0.79,0.99,0.96,0.91,0.01,0.00,0.83,1.00,SEKER
"35,437",685.66,228.04,198.23,1.15,0.49,"35,804",212.41,0.78,0.99,0.95,0.93,0.01,0.00,0.87,1.00,SEKER
"35,438",678.41,233.18,193.71,1.20,0.56,"35,726",212.42,0.79,0.99,0.97,0.91,0.01,0.00,0.83,1.00,SEKER
"35,438",677.41,234.43,192.61,1.22,0.57,"35,725",212.42,0.77,0.99,0.97,0.91,0.01,0.00,0.82,1.00,SEKER
"35,442",698.88,236.87,191.00,1.24,0.59,"36,046",212.43,0.73,0.98,0.91,0.90,0.01,0.00,0.80,1.00,SEKER
"35,442",681.17,228.76,197.59,1.16,0.50,"35,791",212.43,0.79,0.99,0.96,0.93,0.01,0.00,0.86,1.00,SEKER
"35,450",680.99,235.80,191.59,1.23,0.58,"35,744",212.45,0.78,0.99,0.96,0.90,0.01,0.00,0.81,1.00,SEKER
"35,454",677.19,235.53,191.85,1.23,0.58,"35,744",212.47,0.78,0.99,0.97,0.90,0.01,0.00,0.81,1.00,SEKER
"35,467",683.52,226.95,199.26,1.14,0.48,"35,845",212.50,0.77,0.99,0.95,0.94,0.01,0.00,0.88,1.00,SEKER
"35,473",687.24,241.05,187.64,1.28,0.63,"35,874",212.52,0.79,0.99,0.94,0.88,0.01,0.00,0.78,1.00,SEKER
"35,481",679.09,237.90,190.08,1.25,0.60,"35,754",212.55,0.79,0.99,0.97,0.89,0.01,0.00,0.80,1.00,SEKER
"35,499",688.49,228.52,198.00,1.15,0.50,"35,887",212.60,0.77,0.99,0.94,0.93,0.01,0.00,0.87,1.00,SEKER
"35,507",682.14,239.23,189.12,1.27,0.61,"35,835",212.62,0.78,0.99,0.96,0.89,0.01,0.00,0.79,1.00,SEKER
"35,510",676.98,227.15,199.32,1.14,0.48,"35,799",212.63,0.77,0.99,0.97,0.94,0.01,0.00,0.88,1.00,SEKER
"35,511",702,224.14,204.15,1.10,0.41,"36,641",212.64,0.76,0.97,0.91,0.95,0.01,0.00,0.90,0.99,SEKER
"35,517",678.83,233.00,194.23,1.20,0.55,"35,881",212.65,0.77,0.99,0.97,0.91,0.01,0.00,0.83,1.00,SEKER
"35,532",676.18,231.11,195.88,1.18,0.53,"35,820",212.70,0.79,0.99,0.98,0.92,0.01,0.00,0.85,1.00,SEKER
"35,534",684.32,231.11,196.04,1.18,0.53,"35,921",212.70,0.78,0.99,0.95,0.92,0.01,0.00,0.85,1.00,SEKER
"35,539",690.79,247.06,184.04,1.34,0.67,"35,853",212.72,0.83,0.99,0.94,0.86,0.01,0.00,0.74,1.00,SEKER
"35,544",683.35,232.23,195.03,1.19,0.54,"35,949",212.73,0.78,0.99,0.96,0.92,0.01,0.00,0.84,1.00,SEKER
"35,555",697.41,238.24,190.25,1.25,0.60,"36,021",212.77,0.76,0.99,0.92,0.89,0.01,0.00,0.80,1.00,SEKER
"35,565",682.80,227.30,199.38,1.14,0.48,"35,922",212.80,0.80,0.99,0.96,0.94,0.01,0.00,0.88,1.00,SEKER
"35,589",687.92,235.06,192.99,1.22,0.57,"35,977",212.87,0.78,0.99,0.95,0.91,0.01,0.00,0.82,1.00,SEKER
"35,598",694.50,245.40,185.35,1.32,0.66,"36,045",212.90,0.75,0.99,0.93,0.87,0.01,0.00,0.75,1.00,SEKER
"35,602",688.38,240.66,188.59,1.28,0.62,"35,941",212.91,0.78,0.99,0.94,0.88,0.01,0.00,0.78,1.00,SEKER
"35,605",694.74,245.55,184.74,1.33,0.66,"35,968",212.92,0.74,0.99,0.93,0.87,0.01,0.00,0.75,1.00,SEKER
"35,608",689.30,240.39,188.88,1.27,0.62,"35,997",212.93,0.78,0.99,0.94,0.89,0.01,0.00,0.78,1.00,SEKER
"35,609",686.97,230.17,197.14,1.17,0.52,"36,002",212.93,0.79,0.99,0.95,0.93,0.01,0.00,0.86,1.00,SEKER
"35,610",678.39,234.43,193.83,1.21,0.56,"35,888",212.93,0.76,0.99,0.97,0.91,0.01,0.00,0.83,1.00,SEKER
"35,615",692.54,233.00,195.22,1.19,0.55,"36,004",212.95,0.74,0.99,0.93,0.91,0.01,0.00,0.84,1.00,SEKER
"35,634",685.86,235.12,193.22,1.22,0.57,"36,006",213.00,0.78,0.99,0.95,0.91,0.01,0.00,0.82,1.00,SEKER
"35,647",683.55,233.60,194.41,1.20,0.55,"35,993",213.04,0.77,0.99,0.96,0.91,0.01,0.00,0.83,1.00,SEKER
"35,647",679.75,236.16,192.34,1.23,0.58,"35,927",213.04,0.77,0.99,0.97,0.90,0.01,0.00,0.81,1.00,SEKER
"35,652",680.44,227.48,199.81,1.14,0.48,"36,002",213.06,0.80,0.99,0.97,0.94,0.01,0.00,0.88,1.00,SEKER
"35,672",690.78,241.46,188.25,1.28,0.63,"36,078",213.12,0.78,0.99,0.94,0.88,0.01,0.00,0.78,1.00,SEKER
"35,677",689.73,235.97,192.73,1.22,0.58,"36,120",213.13,0.77,0.99,0.94,0.90,0.01,0.00,0.82,1.00,SEKER
"35,680",686.07,230.91,197.04,1.17,0.52,"35,991",213.14,0.80,0.99,0.95,0.92,0.01,0.00,0.85,1.00,SEKER
"35,683",699.96,237.16,192.14,1.23,0.59,"36,188",213.15,0.79,0.99,0.92,0.90,0.01,0.00,0.81,1.00,SEKER
"35,684",678.24,237.69,191.41,1.24,0.59,"35,953",213.15,0.77,0.99,0.97,0.90,0.01,0.00,0.80,1.00,SEKER
